Stn_Code,Sampling_Date,State,City/Town/Village/Area,Type_of_Location,SO2,NO2,RSPM/PM10,Month
404,17-03-2015,Karnataka,Bangalore,2,5,16,103,3
404,19-03-2015,Karnataka,Bangalore,2,6,20,174,3
404,24-03-2015,Karnataka,Bangalore,2,6,23,101,3
404,28-03-2015,Karnataka,Bangalore,2,6,17,114,3
404,31-03-2015,Karnataka,Bangalore,2,6,13,132,3
404,28-04-2015,Karnataka,Bangalore,2,5,18,143,4
404,30-04-2015,Karnataka,Bangalore,2,6,16,114,4
404,05-05-2015,Karnataka,Bangalore,2,5,10,80,5
404,07-05-2015,Karnataka,Bangalore,2,6,13,81,5
404,12-05-2015,Karnataka,Bangalore,2,5,12,87,5
404,14-05-2015,Karnataka,Bangalore,2,5,16,77,5
404,16-05-2015,Karnataka,Bangalore,2,5,10,51,5
404,19-05-2015,Karnataka,Bangalore,2,5,13,68,5
404,21-05-2015,Karnataka,Bangalore,2,5,11,51,5
404,23-05-2015,Karnataka,Bangalore,2,5,13,55,5
404,26-05-2015,Karnataka,Bangalore,2,5,12,29,5
404,28-05-2015,Karnataka,Bangalore,2,5,13,35,5
404,30-05-2015,Karnataka,Bangalore,2,5,12,32,5
404,02-06-2015,Karnataka,Bangalore,2,5,12,58,6
404,04-06-2015,Karnataka,Bangalore,2,5,12,55,6
404,09-06-2015,Karnataka,Bangalore,2,5,11,152,6
404,11-06-2015,Karnataka,Bangalore,2,5,12,140,6
404,16-06-2015,Karnataka,Bangalore,2,5,10,190,6
404,18-06-2015,Karnataka,Bangalore,2,5,13,67,6
404,20-06-2015,Karnataka,Bangalore,2,5,11,60,6
404,23-06-2015,Karnataka,Bangalore,2,6,13,115,6
404,25-06-2015,Karnataka,Bangalore,2,6,11,71,6
404,27-06-2015,Karnataka,Bangalore,2,6,14,96,6
404,04-07-2015,Karnataka,Bangalore,2,5,12,109,7
404,07-07-2015,Karnataka,Bangalore,2,6,15,112,7
404,09-07-2015,Karnataka,Bangalore,2,5,14,89,7
404,14-07-2015,Karnataka,Bangalore,2,5,13,162,7
404,16-07-2015,Karnataka,Bangalore,2,6,17,184,7
404,21-07-2015,Karnataka,Bangalore,2,5,13,134,7
404,28-07-2015,Karnataka,Bangalore,2,6,17,162,7
404,30-07-2015,Karnataka,Bangalore,2,6,16,100,7
404,31-07-2015,Karnataka,Bangalore,2,5,14,118,7
404,04-08-2015,Karnataka,Bangalore,2,5,14,98,8
404,07-08-2015,Karnataka,Bangalore,2,6,15,78,8
404,12-08-2015,Karnataka,Bangalore,2,6,15,118,8
404,14-08-2015,Karnataka,Bangalore,2,6,15,117,8
404,19-08-2015,Karnataka,Bangalore,2,5,14,109,8
404,21-08-2015,Karnataka,Bangalore,2,6,15,120,8
404,25-08-2015,Karnataka,Bangalore,2,5,12,105,8
404,26-08-2015,Karnataka,Bangalore,2,5,14,115,8
404,02-09-2015,Karnataka,Bangalore,2,5,14,155,9
404,04-09-2015,Karnataka,Bangalore,2,5,14,123,9
404,07-09-2015,Karnataka,Bangalore,2,5,14,164,9
404,09-09-2015,Karnataka,Bangalore,2,5,15,139,9
404,14-09-2015,Karnataka,Bangalore,2,6,16,171,9
404,18-09-2015,Karnataka,Bangalore,2,5,15,195,9
404,21-09-2015,Karnataka,Bangalore,2,5,14,141,9
404,26-09-2015,Karnataka,Bangalore,2,4,11,66,9
404,28-09-2015,Karnataka,Bangalore,2,5,15,87,9
404,30-09-2015,Karnataka,Bangalore,2,5,11,75,9
404,01-10-2015,Karnataka,Bangalore,2,2,10,181,10
404,04-10-2015,Karnataka,Bangalore,2,2,11,132,10
404,06-10-2015,Karnataka,Bangalore,2,2,10,108,10
404,08-10-2015,Karnataka,Bangalore,2,2,11,118,10
404,13-10-2015,Karnataka,Bangalore,2,2,13,121,10
404,15-10-2015,Karnataka,Bangalore,2,2,12,176,10
404,19-10-2015,Karnataka,Bangalore,2,2,15,176,10
404,30-10-2015,Karnataka,Bangalore,2,2,11,150,10
404,02-11-2015,Karnataka,Bangalore,2,2,12,193,11
404,04-11-2015,Karnataka,Bangalore,2,2,17,136,11
404,06-11-2015,Karnataka,Bangalore,2,2,17,119,11
404,10-11-2015,Karnataka,Bangalore,2,2,14,167,11
404,11-11-2015,Karnataka,Bangalore,2,2,15,154,11
404,12-11-2015,Karnataka,Bangalore,2,2,15,174,11
404,16-11-2015,Karnataka,Bangalore,2,2,17,144,11
404,18-11-2015,Karnataka,Bangalore,2,2,12,119,11
404,20-11-2015,Karnataka,Bangalore,2,2,12,164,11
404,23-11-2015,Karnataka,Bangalore,2,2,18,107,11
404,25-11-2015,Karnataka,Bangalore,2,2,14,116,11
404,30-11-2015,Karnataka,Bangalore,2,2,14,114,11
404,05-12-2015,Karnataka,Bangalore,2,2,15,140,12
404,08-12-2015,Karnataka,Bangalore,2,2,11,186,12
404,11-12-2015,Karnataka,Bangalore,2,2,10,74,12
404,15-12-2015,Karnataka,Bangalore,2,2,11,168,12
404,17-12-2015,Karnataka,Bangalore,2,2,14,132,12
405,01-01-2015,Karnataka,Bangalore,2,7,29,143,1
405,03-01-2015,Karnataka,Bangalore,2,8,31,147,1
405,06-01-2015,Karnataka,Bangalore,2,7,22,134,1
405,08-01-2015,Karnataka,Bangalore,2,7,22,181,1
405,13-01-2015,Karnataka,Bangalore,2,7,26,139,1
405,17-01-2015,Karnataka,Bangalore,2,7,22,135,1
405,20-01-2015,Karnataka,Bangalore,2,6,23,178,1
405,22-01-2015,Karnataka,Bangalore,2,6,24,219,1
405,24-01-2015,Karnataka,Bangalore,2,6,25,168,1
405,28-01-2015,Karnataka,Bangalore,2,6,25,142,1
405,31-01-2015,Karnataka,Bangalore,2,6,25,112,1
405,03-02-2015,Karnataka,Bangalore,2,6,32,165,2
405,05-02-2015,Karnataka,Bangalore,2,6,34,164,2
405,11-02-2015,Karnataka,Bangalore,2,6,33,146,2
405,21-02-2015,Karnataka,Bangalore,2,6,35,180,2
405,24-02-2015,Karnataka,Bangalore,2,6,36,215,2
405,26-02-2015,Karnataka,Bangalore,2,6,32,184,2
405,28-02-2015,Karnataka,Bangalore,2,6,32,186,2
405,04-03-2015,Karnataka,Bangalore,2,6,33,106,3
405,07-03-2015,Karnataka,Bangalore,2,7,33,131,3
405,10-03-2015,Karnataka,Bangalore,2,6,30,145,3
405,13-03-2015,Karnataka,Bangalore,2,6,33,127,3
405,18-03-2015,Karnataka,Bangalore,2,7,28,178,3
405,20-03-2015,Karnataka,Bangalore,2,7,28,182,3
405,24-03-2015,Karnataka,Bangalore,2,6,20,133,3
405,27-03-2015,Karnataka,Bangalore,2,6,21,154,3
405,31-03-2015,Karnataka,Bangalore,2,6,14,137,3
405,02-04-2015,Karnataka,Bangalore,2,6,22,154,4
405,07-04-2015,Karnataka,Bangalore,2,6,21,159,4
405,09-04-2015,Karnataka,Bangalore,2,6,18,141,4
405,16-04-2015,Karnataka,Bangalore,2,6,22,148,4
405,19-04-2015,Karnataka,Bangalore,2,5,22,77,4
405,23-04-2015,Karnataka,Bangalore,2,5,21,119,4
405,25-04-2015,Karnataka,Bangalore,2,6,20,146,4
405,28-04-2015,Karnataka,Bangalore,2,6,23,129,4
405,30-04-2015,Karnataka,Bangalore,2,6,22,192,4
405,01-05-2015,Karnataka,Bangalore,2,6,27,136,5
405,05-05-2015,Karnataka,Bangalore,2,6,15,163,5
405,07-05-2015,Karnataka,Bangalore,2,6,13,161,5
405,12-05-2015,Karnataka,Bangalore,2,5,14,141,5
405,14-05-2015,Karnataka,Bangalore,2,6,22,120,5
405,19-05-2015,Karnataka,Bangalore,2,6,12,128,5
405,21-05-2015,Karnataka,Bangalore,2,6,27,140,5
405,23-05-2015,Karnataka,Bangalore,2,6,13,130,5
405,26-05-2015,Karnataka,Bangalore,2,6,30,139,5
405,28-05-2015,Karnataka,Bangalore,2,5,18,169,5
405,30-05-2015,Karnataka,Bangalore,2,6,21,162,5
405,03-06-2015,Karnataka,Bangalore,2,6,15,142,6
405,06-06-2015,Karnataka,Bangalore,2,6,22,144,6
405,08-06-2015,Karnataka,Bangalore,2,7,21,131,6
405,10-06-2015,Karnataka,Bangalore,2,6,19,142,6
405,15-06-2015,Karnataka,Bangalore,2,6,17,166,6
405,17-06-2015,Karnataka,Bangalore,2,6,18,155,6
405,19-06-2015,Karnataka,Bangalore,2,5,14,147,6
405,22-06-2015,Karnataka,Bangalore,2,6,14,159,6
405,24-06-2015,Karnataka,Bangalore,2,6,14,165,6
405,26-06-2015,Karnataka,Bangalore,2,6,17,183,6
405,29-06-2015,Karnataka,Bangalore,2,6,17,156,6
405,02-07-2015,Karnataka,Bangalore,2,5,19,193,7
405,04-07-2015,Karnataka,Bangalore,2,6,15,177,7
405,07-07-2015,Karnataka,Bangalore,2,6,19,171,7
405,10-07-2015,Karnataka,Bangalore,2,6,19,142,7
405,14-07-2015,Karnataka,Bangalore,2,5,15,167,7
405,16-07-2015,Karnataka,Bangalore,2,6,19,146,7
405,21-07-2015,Karnataka,Bangalore,2,6,15,130,7
405,23-07-2015,Karnataka,Bangalore,2,6,15,157,7
405,24-07-2015,Karnataka,Bangalore,2,6,16,150,7
405,27-07-2015,Karnataka,Bangalore,2,6,14,102,7
405,29-07-2015,Karnataka,Bangalore,2,5,14,75,7
405,04-08-2015,Karnataka,Bangalore,2,5,14,53,8
405,07-08-2015,Karnataka,Bangalore,2,6,15,89,8
405,11-08-2015,Karnataka,Bangalore,2,13,14,100,8
405,13-08-2015,Karnataka,Bangalore,2,5,14,70,8
405,18-08-2015,Karnataka,Bangalore,2,5,13,72,8
405,21-08-2015,Karnataka,Bangalore,2,5,15,104,8
405,26-08-2015,Karnataka,Bangalore,2,5,15,116,8
405,27-08-2015,Karnataka,Bangalore,2,5,17,110,8
405,29-08-2015,Karnataka,Bangalore,2,6,15,141,8
405,01-09-2015,Karnataka,Bangalore,2,6,15,180,9
405,02-09-2015,Karnataka,Bangalore,2,7,16,156,9
405,07-09-2015,Karnataka,Bangalore,2,6,14,103,9
405,09-09-2015,Karnataka,Bangalore,2,6,17,155,9
405,14-09-2015,Karnataka,Bangalore,2,6,16,151,9
405,18-09-2015,Karnataka,Bangalore,2,5,14,77,9
405,21-09-2015,Karnataka,Bangalore,2,6,15,144,9
405,23-09-2015,Karnataka,Bangalore,2,5,14,109,9
405,26-09-2015,Karnataka,Bangalore,2,5,11,45,9
405,29-09-2015,Karnataka,Bangalore,2,5,11,86,9
405,01-10-2015,Karnataka,Bangalore,2,2,12,125,10
405,05-10-2015,Karnataka,Bangalore,2,2,12,126,10
405,08-10-2015,Karnataka,Bangalore,2,2,13,132,10
405,14-10-2015,Karnataka,Bangalore,2,2,11,114,10
405,16-10-2015,Karnataka,Bangalore,2,2,13,135,10
405,19-10-2015,Karnataka,Bangalore,2,3,12,117,10
405,26-10-2015,Karnataka,Bangalore,2,2,20,103,10
405,29-10-2015,Karnataka,Bangalore,2,2,24,128,10
405,02-11-2015,Karnataka,Bangalore,2,2,25,205,11
405,07-11-2015,Karnataka,Bangalore,2,2,27,70,11
405,10-11-2015,Karnataka,Bangalore,2,2,18,74,11
405,11-11-2015,Karnataka,Bangalore,2,2,17,86,11
405,16-11-2015,Karnataka,Bangalore,2,2,16,51,11
405,18-11-2015,Karnataka,Bangalore,2,2,26,53,11
405,20-11-2015,Karnataka,Bangalore,2,2,19,55,11
405,23-11-2015,Karnataka,Bangalore,2,2,20,69,11
405,25-11-2015,Karnataka,Bangalore,2,2,16,126,11
405,02-12-2015,Karnataka,Bangalore,2,2,21,80,12
405,06-12-2015,Karnataka,Bangalore,2,2,14,80,12
405,08-12-2015,Karnataka,Bangalore,2,2,28,76,12
405,10-12-2015,Karnataka,Bangalore,2,2,23,110,12
405,15-12-2015,Karnataka,Bangalore,2,2,19,131,12
405,17-12-2015,Karnataka,Bangalore,2,2,25,116,12
405,19-12-2015,Karnataka,Bangalore,2,2,22,108,12
405,22-12-2015,Karnataka,Bangalore,2,2,36,94,12
405,26-12-2015,Karnataka,Bangalore,2,2,15,55,12
405,30-12-2015,Karnataka,Bangalore,2,2,26,88,12
405,31-12-2015,Karnataka,Bangalore,2,2,21,117,12
406,02-01-2015,Karnataka,Bangalore,Sensitive Area,7,32,144,1
406,06-01-2015,Karnataka,Bangalore,Sensitive Area,7,26,191,1
406,08-01-2015,Karnataka,Bangalore,Sensitive Area,7,27,199,1
406,13-01-2015,Karnataka,Bangalore,Sensitive Area,6,31,159,1
406,16-01-2015,Karnataka,Bangalore,Sensitive Area,6,31,456,1
406,20-01-2015,Karnataka,Bangalore,Sensitive Area,6,31,178,1
406,22-01-2015,Karnataka,Bangalore,Sensitive Area,6,31,378,1
406,23-01-2015,Karnataka,Bangalore,Sensitive Area,6,30,354,1
406,27-01-2015,Karnataka,Bangalore,Sensitive Area,6,30,248,1
406,29-01-2015,Karnataka,Bangalore,Sensitive Area,6,25,378,1
406,30-01-2015,Karnataka,Bangalore,Sensitive Area,6,35,394,1
406,03-02-2015,Karnataka,Bangalore,Sensitive Area,6,32,219,2
406,05-02-2015,Karnataka,Bangalore,Sensitive Area,6,31,351,2
406,06-02-2015,Karnataka,Bangalore,Sensitive Area,6,31,288,2
406,09-02-2015,Karnataka,Bangalore,Sensitive Area,6,32,234,2
406,11-02-2015,Karnataka,Bangalore,Sensitive Area,6,30,191,2
406,12-02-2015,Karnataka,Bangalore,Sensitive Area,6,30,333,2
406,18-02-2015,Karnataka,Bangalore,Sensitive Area,6,35,168,2
406,20-02-2015,Karnataka,Bangalore,Sensitive Area,6,39,170,2
406,23-02-2015,Karnataka,Bangalore,Sensitive Area,6,36,187,2
406,25-02-2015,Karnataka,Bangalore,Sensitive Area,6,35,311,2
406,27-02-2015,Karnataka,Bangalore,Sensitive Area,6,37,236,2
406,01-03-2015,Karnataka,Bangalore,Sensitive Area,7,13,112,3
406,04-03-2015,Karnataka,Bangalore,Sensitive Area,6,31,135,3
406,06-03-2015,Karnataka,Bangalore,Sensitive Area,6,34,138,3
406,10-03-2015,Karnataka,Bangalore,Sensitive Area,6,32,118,3
406,12-03-2015,Karnataka,Bangalore,Sensitive Area,6,30,140,3
406,17-03-2015,Karnataka,Bangalore,Sensitive Area,6,43,135,3
406,19-03-2015,Karnataka,Bangalore,Sensitive Area,6,29,128,3
406,24-03-2015,Karnataka,Bangalore,Sensitive Area,6,25,122,3
406,26-03-2015,Karnataka,Bangalore,Sensitive Area,6,12,148,3
406,30-03-2015,Karnataka,Bangalore,Sensitive Area,6,35,152,3
406,02-04-2015,Karnataka,Bangalore,Sensitive Area,7,13,135,4
406,05-04-2015,Karnataka,Bangalore,Sensitive Area,6,21,132,4
406,07-04-2015,Karnataka,Bangalore,Sensitive Area,6,14,164,4
406,09-04-2015,Karnataka,Bangalore,Sensitive Area,6,22,164,4
406,14-04-2015,Karnataka,Bangalore,Sensitive Area,6,18,219,4
406,17-04-2015,Karnataka,Bangalore,Sensitive Area,6,16,240,4
406,23-04-2015,Karnataka,Bangalore,Sensitive Area,6,40,153,4
406,25-04-2015,Karnataka,Bangalore,Sensitive Area,7,36,133,4
406,28-04-2015,Karnataka,Bangalore,Sensitive Area,6,23,104,4
406,29-04-2015,Karnataka,Bangalore,Sensitive Area,6,20,100,4
406,05-05-2015,Karnataka,Bangalore,Sensitive Area,6,31,191,5
406,07-05-2015,Karnataka,Bangalore,Sensitive Area,6,21,132,5
406,12-05-2015,Karnataka,Bangalore,Sensitive Area,6,21,87,5
406,14-05-2015,Karnataka,Bangalore,Sensitive Area,6,19,83,5
406,16-05-2015,Karnataka,Bangalore,Sensitive Area,6,25,63,5
406,20-05-2015,Karnataka,Bangalore,Sensitive Area,6,18,65,5
406,22-05-2015,Karnataka,Bangalore,Sensitive Area,6,24,58,5
406,26-05-2015,Karnataka,Bangalore,Sensitive Area,6,38,56,5
406,28-05-2015,Karnataka,Bangalore,Sensitive Area,6,16,54,5
406,30-05-2015,Karnataka,Bangalore,Sensitive Area,6,21,177,5
406,02-06-2015,Karnataka,Bangalore,Sensitive Area,7,33,142,6
406,04-06-2015,Karnataka,Bangalore,Sensitive Area,6,31,127,6
406,10-06-2015,Karnataka,Bangalore,Sensitive Area,6,17,148,6
406,12-06-2015,Karnataka,Bangalore,Sensitive Area,6,15,101,6
406,17-06-2015,Karnataka,Bangalore,Sensitive Area,7,22,60,6
406,19-06-2015,Karnataka,Bangalore,Sensitive Area,7,14,51,6
406,23-06-2015,Karnataka,Bangalore,Sensitive Area,6,30,58,6
406,25-06-2015,Karnataka,Bangalore,Sensitive Area,5,32,66,6
406,27-06-2015,Karnataka,Bangalore,Sensitive Area,5,15,63,6
406,02-07-2015,Karnataka,Bangalore,Sensitive Area,6,16,42,7
406,04-07-2015,Karnataka,Bangalore,Sensitive Area,6,17,126,7
406,08-07-2015,Karnataka,Bangalore,Sensitive Area,5,12,63,7
406,10-07-2015,Karnataka,Bangalore,Sensitive Area,5,13,83,7
406,15-07-2015,Karnataka,Bangalore,Sensitive Area,5,13,61,7
406,17-07-2015,Karnataka,Bangalore,Sensitive Area,5,14,69,7
406,22-07-2015,Karnataka,Bangalore,Sensitive Area,5,14,70,7
406,24-07-2015,Karnataka,Bangalore,Sensitive Area,5,13,52,7
406,28-07-2015,Karnataka,Bangalore,Sensitive Area,5,12,42,7
406,30-07-2015,Karnataka,Bangalore,Sensitive Area,5,12,50,7
406,04-08-2015,Karnataka,Bangalore,Sensitive Area,5,14,38,8
406,06-08-2015,Karnataka,Bangalore,Sensitive Area,5,14,64,8
406,11-08-2015,Karnataka,Bangalore,Sensitive Area,5,13,56,8
406,13-08-2015,Karnataka,Bangalore,Sensitive Area,5,14,52,8
406,18-08-2015,Karnataka,Bangalore,Sensitive Area,5,13,78,8
406,20-08-2015,Karnataka,Bangalore,Sensitive Area,5,12,67,8
406,26-08-2015,Karnataka,Bangalore,Sensitive Area,5,13,73,8
406,28-08-2015,Karnataka,Bangalore,Sensitive Area,5,13,71,8
406,01-09-2015,Karnataka,Bangalore,Sensitive Area,7,18,57,9
406,02-09-2015,Karnataka,Bangalore,Sensitive Area,7,23,57,9
406,03-09-2015,Karnataka,Bangalore,Sensitive Area,5,15,45,9
406,07-09-2015,Karnataka,Bangalore,Sensitive Area,5,13,48,9
406,09-09-2015,Karnataka,Bangalore,Sensitive Area,4,12,45,9
406,14-09-2015,Karnataka,Bangalore,Sensitive Area,5,14,59,9
406,16-09-2015,Karnataka,Bangalore,Sensitive Area,5,14,55,9
406,21-09-2015,Karnataka,Bangalore,Sensitive Area,5,14,62,9
406,23-09-2015,Karnataka,Bangalore,Sensitive Area,4,13,82,9
406,26-09-2015,Karnataka,Bangalore,Sensitive Area,5,4,38,9
406,28-09-2015,Karnataka,Bangalore,Sensitive Area,5,12,59,9
406,30-09-2015,Karnataka,Bangalore,Sensitive Area,5,19,45,9
406,01-10-2015,Karnataka,Bangalore,Sensitive Area,2,19,77,10
406,04-10-2015,Karnataka,Bangalore,Sensitive Area,2,11,82,10
406,05-10-2015,Karnataka,Bangalore,Sensitive Area,2,12,90,10
406,07-10-2015,Karnataka,Bangalore,Sensitive Area,2,12,77,10
406,13-10-2015,Karnataka,Bangalore,Sensitive Area,2,12,111,10
406,15-10-2015,Karnataka,Bangalore,Sensitive Area,2,12,159,10
406,19-10-2015,Karnataka,Bangalore,Sensitive Area,2,16,77,10
406,20-10-2015,Karnataka,Bangalore,Sensitive Area,2,15,99,10
406,26-10-2015,Karnataka,Bangalore,Sensitive Area,2,14,45,10
406,29-10-2015,Karnataka,Bangalore,Sensitive Area,2,16,37,10
406,02-11-2015,Karnataka,Bangalore,Sensitive Area,2,35,44,11
406,04-11-2015,Karnataka,Bangalore,Sensitive Area,2,21,48,11
406,05-11-2015,Karnataka,Bangalore,Sensitive Area,2,63,69,11
406,06-11-2015,Karnataka,Bangalore,Sensitive Area,2,19,47,11
406,09-11-2015,Karnataka,Bangalore,Sensitive Area,2,21,38,11
406,10-11-2015,Karnataka,Bangalore,Sensitive Area,2,16,53,11
406,11-11-2015,Karnataka,Bangalore,Sensitive Area,5,21,95,11
406,12-11-2015,Karnataka,Bangalore,Sensitive Area,5,14,140,11
406,16-11-2015,Karnataka,Bangalore,Sensitive Area,2,14,86,11
406,18-11-2015,Karnataka,Bangalore,Sensitive Area,2,30,104,11
406,20-11-2015,Karnataka,Bangalore,Sensitive Area,2,21,91,11
406,24-11-2015,Karnataka,Bangalore,Sensitive Area,2,25,64,11
406,26-11-2015,Karnataka,Bangalore,Sensitive Area,2,23,63,11
406,03-12-2015,Karnataka,Bangalore,Sensitive Area,2,17,54,12
406,05-12-2015,Karnataka,Bangalore,Sensitive Area,2,13,63,12
406,09-12-2015,Karnataka,Bangalore,Sensitive Area,2,23,57,12
406,11-12-2015,Karnataka,Bangalore,Sensitive Area,2,22,71,12
406,16-12-2015,Karnataka,Bangalore,Sensitive Area,2,29,126,12
406,19-12-2015,Karnataka,Bangalore,Sensitive Area,2,20,105,12
406,22-12-2015,Karnataka,Bangalore,Sensitive Area,2,26,52,12
406,23-12-2015,Karnataka,Bangalore,Sensitive Area,2,51,275,12
406,29-12-2015,Karnataka,Bangalore,Sensitive Area,2,37,278,12
406,31-12-2015,Karnataka,Bangalore,Sensitive Area,2,39,258,12
431,01-01-2015,Karnataka,Hubli,1,6,26,82,1
431,05-01-2015,Karnataka,Hubli,1,5,26,85,1
431,08-01-2015,Karnataka,Hubli,1,6,27,73,1
431,12-01-2015,Karnataka,Hubli,1,6,28,83,1
431,15-01-2015,Karnataka,Hubli,1,6,29,78,1
431,19-01-2015,Karnataka,Hubli,1,7,25,74,1
431,22-01-2015,Karnataka,Hubli,1,7,24,87,1
431,26-01-2015,Karnataka,Hubli,1,6,26,71,1
431,29-01-2015,Karnataka,Hubli,1,6,25,80,1
431,02-02-2015,Karnataka,Hubli,1,6,27,80,2
431,05-02-2015,Karnataka,Hubli,1,5,22,69,2
431,09-02-2015,Karnataka,Hubli,1,6,20,89,2
431,12-02-2015,Karnataka,Hubli,1,6,22,93,2
431,16-02-2015,Karnataka,Hubli,1,6,19,71,2
431,19-02-2015,Karnataka,Hubli,1,5,20,86,2
431,23-02-2015,Karnataka,Hubli,1,6,17,91,2
431,26-02-2015,Karnataka,Hubli,1,6,12,77,2
431,02-03-2015,Karnataka,Hubli,1,6,20,94,3
431,05-03-2015,Karnataka,Hubli,1,5,19,95,3
431,09-03-2015,Karnataka,Hubli,1,6,20,91,3
431,12-03-2015,Karnataka,Hubli,1,5,17,93,3
431,16-03-2015,Karnataka,Hubli,1,5,19,93,3
431,19-03-2015,Karnataka,Hubli,1,5,22,92,3
431,23-03-2015,Karnataka,Hubli,1,6,24,87,3
431,26-03-2015,Karnataka,Hubli,1,5,21,95,3
431,30-03-2015,Karnataka,Hubli,1,5,24,93,3
431,02-04-2015,Karnataka,Hubli,1,5,23,69,4
431,06-04-2015,Karnataka,Hubli,1,6,22,80,4
431,09-04-2015,Karnataka,Hubli,1,6,22,97,4
431,13-04-2015,Karnataka,Hubli,1,5,22,62,4
431,16-04-2015,Karnataka,Hubli,1,6,24,103,4
431,20-04-2015,Karnataka,Hubli,1,6,22,96,4
431,23-04-2015,Karnataka,Hubli,1,6,23,92,4
431,27-04-2015,Karnataka,Hubli,1,6,24,86,4
431,30-04-2015,Karnataka,Hubli,1,6,22,90,4
431,04-05-2015,Karnataka,Hubli,1,7,23,110,5
431,07-05-2015,Karnataka,Hubli,1,8,24,108,5
431,11-05-2015,Karnataka,Hubli,1,5,21,75,5
431,14-05-2015,Karnataka,Hubli,1,6,23,61,5
431,18-05-2015,Karnataka,Hubli,1,5,23,87,5
431,21-05-2015,Karnataka,Hubli,1,6,23,90,5
431,25-05-2015,Karnataka,Hubli,1,6,21,94,5
431,28-05-2015,Karnataka,Hubli,1,6,17,107,5
431,01-06-2015,Karnataka,Hubli,1,6,21,81,6
431,04-06-2015,Karnataka,Hubli,1,6,21,72,6
431,08-06-2015,Karnataka,Hubli,1,6,25,81,6
431,11-06-2015,Karnataka,Hubli,1,6,21,74,6
431,15-06-2015,Karnataka,Hubli,1,7,24,85,6
431,18-06-2015,Karnataka,Hubli,1,7,25,66,6
431,22-06-2015,Karnataka,Hubli,1,6,25,75,6
431,25-06-2015,Karnataka,Hubli,1,6,24,63,6
431,29-06-2015,Karnataka,Hubli,1,5,22,85,6
431,02-07-2015,Karnataka,Hubli,1,5,18,77,7
431,06-07-2015,Karnataka,Hubli,1,6,23,67,7
431,09-07-2015,Karnataka,Hubli,1,5,20,91,7
431,13-07-2015,Karnataka,Hubli,1,6,18,86,7
431,16-07-2015,Karnataka,Hubli,1,6,21,90,7
431,20-07-2015,Karnataka,Hubli,1,6,21,92,7
431,23-07-2015,Karnataka,Hubli,1,6,20,79,7
431,27-07-2015,Karnataka,Hubli,1,6,19,93,7
431,30-07-2015,Karnataka,Hubli,1,7,22,91,7
431,03-08-2015,Karnataka,Hubli,1,7,20,52,8
431,06-08-2015,Karnataka,Hubli,1,6,23,94,8
431,10-08-2015,Karnataka,Hubli,1,6,21,79,8
431,13-08-2015,Karnataka,Hubli,1,6,24,58,8
431,17-08-2015,Karnataka,Hubli,1,4,16,52,8
431,20-08-2015,Karnataka,Hubli,1,6,18,59,8
431,24-08-2015,Karnataka,Hubli,1,6,24,57,8
431,27-08-2015,Karnataka,Hubli,1,7,24,86,8
431,31-08-2015,Karnataka,Hubli,1,7,24,71,8
431,03-09-2015,Karnataka,Hubli,1,7,24,71,9
431,07-09-2015,Karnataka,Hubli,1,7,25,83,9
431,10-09-2015,Karnataka,Hubli,1,7,24,72,9
431,14-09-2015,Karnataka,Hubli,1,6,25,55,9
431,17-09-2015,Karnataka,Hubli,1,6,24,58,9
431,21-09-2015,Karnataka,Hubli,1,5,20,66,9
431,24-09-2015,Karnataka,Hubli,1,4,19,43,9
431,28-09-2015,Karnataka,Hubli,1,4,16,63,9
431,01-10-2015,Karnataka,Hubli,1,6,19,67,10
431,05-10-2015,Karnataka,Hubli,1,7,18,74,10
431,08-10-2015,Karnataka,Hubli,1,7,22,74,10
431,12-10-2015,Karnataka,Hubli,1,6,17,82,10
431,15-10-2015,Karnataka,Hubli,1,5,16,78,10
431,19-10-2015,Karnataka,Hubli,1,6,21,90,10
431,22-10-2015,Karnataka,Hubli,1,4,24,72,10
431,26-10-2015,Karnataka,Hubli,1,4,25,77,10
431,29-10-2015,Karnataka,Hubli,1,5,23,91,10
431,02-11-2015,Karnataka,Hubli,1,5,22,72,11
431,05-11-2015,Karnataka,Hubli,1,4,32,74,11
431,10-11-2015,Karnataka,Hubli,1,5,38,72,11
431,12-11-2015,Karnataka,Hubli,1,7,40,73,11
431,16-11-2015,Karnataka,Hubli,1,5,16,77,11
431,19-11-2015,Karnataka,Hubli,1,5,18,85,11
431,23-11-2015,Karnataka,Hubli,1,5,18,86,11
431,26-11-2015,Karnataka,Hubli,1,5,21,89,11
431,30-11-2015,Karnataka,Hubli,1,5,22,70,11
431,03-12-2015,Karnataka,Hubli,1,5,23,86,12
431,07-12-2015,Karnataka,Hubli,1,5,24,93,12
431,10-12-2015,Karnataka,Hubli,1,5,23,89,12
431,14-12-2015,Karnataka,Hubli,1,5,22,88,12
431,17-12-2015,Karnataka,Hubli,1,5,22,94,12
431,21-12-2015,Karnataka,Hubli,1,5,22,92,12
431,24-12-2015,Karnataka,Hubli,1,5,21,87,12
431,28-12-2015,Karnataka,Hubli,1,6,20,89,12
431,31-12-2015,Karnataka,Hubli,1,5,20,92,12
432,01-01-2015,Karnataka,Dharwad,2,6,26,81,1
432,06-01-2015,Karnataka,Dharwad,2,6,28,74,1
432,08-01-2015,Karnataka,Dharwad,2,6,28,67,1
432,12-01-2015,Karnataka,Dharwad,2,7,27,79,1
