Stn_Code,Sampling_Date,State,City/Town/Village/Area,Type_of_Location,SO2,NO2,RSPM/PM10,Month
432,15-01-2015,Karnataka,Dharwad,2,6,29,83,1
432,20-01-2015,Karnataka,Dharwad,2,6,28,76,1
432,22-01-2015,Karnataka,Dharwad,2,6,23,58,1
432,27-01-2015,Karnataka,Dharwad,2,7,25,62,1
432,29-01-2015,Karnataka,Dharwad,2,7,28,74,1
432,03-02-2015,Karnataka,Dharwad,2,6,25,84,2
432,05-02-2015,Karnataka,Dharwad,2,6,22,59,2
432,10-02-2015,Karnataka,Dharwad,2,6,22,65,2
432,12-02-2015,Karnataka,Dharwad,2,6,21,67,2
432,17-02-2015,Karnataka,Dharwad,2,6,18,85,2
432,19-02-2015,Karnataka,Dharwad,2,6,17,64,2
432,24-02-2015,Karnataka,Dharwad,2,6,15,85,2
432,26-02-2015,Karnataka,Dharwad,2,5,14,63,2
432,03-03-2015,Karnataka,Dharwad,2,5,21,96,3
432,05-03-2015,Karnataka,Dharwad,2,6,18,69,3
432,10-03-2015,Karnataka,Dharwad,2,5,17,58,3
432,12-03-2015,Karnataka,Dharwad,2,5,20,95,3
432,17-03-2015,Karnataka,Dharwad,2,5,20,87,3
432,19-03-2015,Karnataka,Dharwad,2,5,21,71,3
432,24-03-2015,Karnataka,Dharwad,2,6,24,80,3
432,26-03-2015,Karnataka,Dharwad,2,6,22,89,3
432,31-03-2015,Karnataka,Dharwad,2,6,24,75,3
432,02-04-2015,Karnataka,Dharwad,2,4,22,66,4
432,07-04-2015,Karnataka,Dharwad,2,6,23,96,4
432,09-04-2015,Karnataka,Dharwad,2,6,23,73,4
432,14-04-2015,Karnataka,Dharwad,2,5,22,97,4
432,16-04-2015,Karnataka,Dharwad,2,5,22,78,4
432,22-04-2015,Karnataka,Dharwad,2,6,22,90,4
432,23-04-2015,Karnataka,Dharwad,2,7,24,38,4
432,29-04-2015,Karnataka,Dharwad,2,6,22,42,4
432,30-04-2015,Karnataka,Dharwad,2,7,22,68,4
432,05-05-2015,Karnataka,Dharwad,2,6,23,39,5
432,07-05-2015,Karnataka,Dharwad,2,6,23,64,5
432,12-05-2015,Karnataka,Dharwad,2,7,25,43,5
432,14-05-2015,Karnataka,Dharwad,2,7,24,76,5
432,19-05-2015,Karnataka,Dharwad,2,6,20,62,5
432,21-05-2015,Karnataka,Dharwad,2,6,21,54,5
432,26-05-2015,Karnataka,Dharwad,2,5,19,51,5
432,28-05-2015,Karnataka,Dharwad,2,6,16,56,5
432,02-06-2015,Karnataka,Dharwad,2,7,19,79,6
432,04-06-2015,Karnataka,Dharwad,2,6,24,71,6
432,09-06-2015,Karnataka,Dharwad,2,6,25,36,6
432,11-06-2015,Karnataka,Dharwad,2,6,19,48,6
432,16-06-2015,Karnataka,Dharwad,2,6,25,65,6
432,18-06-2015,Karnataka,Dharwad,2,6,24,67,6
432,23-06-2015,Karnataka,Dharwad,2,6,24,47,6
432,25-06-2015,Karnataka,Dharwad,2,6,23,50,6
432,30-06-2015,Karnataka,Dharwad,2,6,24,41,6
432,02-07-2015,Karnataka,Dharwad,2,6,15,50,7
432,07-07-2015,Karnataka,Dharwad,2,6,22,85,7
432,09-07-2015,Karnataka,Dharwad,2,5,19,84,7
432,14-07-2015,Karnataka,Dharwad,2,6,20,79,7
432,16-07-2015,Karnataka,Dharwad,2,6,19,84,7
432,21-07-2015,Karnataka,Dharwad,2,6,19,81,7
432,23-07-2015,Karnataka,Dharwad,2,6,20,56,7
432,28-07-2015,Karnataka,Dharwad,2,6,21,59,7
432,30-07-2015,Karnataka,Dharwad,2,7,21,77,7
432,04-08-2015,Karnataka,Dharwad,2,6,22,64,8
432,06-08-2015,Karnataka,Dharwad,2,7,23,57,8
432,11-08-2015,Karnataka,Dharwad,2,5,20,55,8
432,13-08-2015,Karnataka,Dharwad,2,6,23,79,8
432,18-08-2015,Karnataka,Dharwad,2,4,15,62,8
432,21-08-2015,Karnataka,Dharwad,2,5,20,67,8
432,25-08-2015,Karnataka,Dharwad,2,6,22,65,8
432,27-08-2015,Karnataka,Dharwad,2,6,22,68,8
432,01-09-2015,Karnataka,Dharwad,2,7,24,45,9
432,03-09-2015,Karnataka,Dharwad,2,5,25,56,9
432,10-09-2015,Karnataka,Dharwad,2,5,22,45,9
432,11-09-2015,Karnataka,Dharwad,2,6,21,84,9
432,16-09-2015,Karnataka,Dharwad,2,6,22,40,9
432,17-09-2015,Karnataka,Dharwad,2,6,25,66,9
432,22-09-2015,Karnataka,Dharwad,2,6,21,56,9
432,24-09-2015,Karnataka,Dharwad,2,5,20,46,9
432,29-09-2015,Karnataka,Dharwad,2,5,20,61,9
432,01-10-2015,Karnataka,Dharwad,2,7,24,75,10
432,06-10-2015,Karnataka,Dharwad,2,6,23,81,10
432,08-10-2015,Karnataka,Dharwad,2,6,18,78,10
432,13-10-2015,Karnataka,Dharwad,2,6,18,81,10
432,15-10-2015,Karnataka,Dharwad,2,5,24,79,10
432,20-10-2015,Karnataka,Dharwad,2,4,22,89,10
432,22-10-2015,Karnataka,Dharwad,2,4,21,80,10
432,27-10-2015,Karnataka,Dharwad,2,4,24,75,10
432,29-10-2015,Karnataka,Dharwad,2,4,25,70,10
432,03-11-2015,Karnataka,Dharwad,2,6,20,75,11
432,05-11-2015,Karnataka,Dharwad,2,5,37,66,11
432,10-11-2015,Karnataka,Dharwad,2,5,38,71,11
432,12-11-2015,Karnataka,Dharwad,2,7,42,73,11
432,17-11-2015,Karnataka,Dharwad,2,5,18,81,11
432,19-11-2015,Karnataka,Dharwad,2,5,18,69,11
432,24-11-2015,Karnataka,Dharwad,2,5,18,61,11
432,26-11-2015,Karnataka,Dharwad,2,5,20,66,11
432,01-12-2015,Karnataka,Dharwad,2,5,22,79,12
432,04-12-2015,Karnataka,Dharwad,2,5,24,77,12
432,08-12-2015,Karnataka,Dharwad,2,5,24,78,12
432,10-12-2015,Karnataka,Dharwad,2,5,24,76,12
432,15-12-2015,Karnataka,Dharwad,2,5,21,78,12
432,17-12-2015,Karnataka,Dharwad,2,5,20,76,12
432,22-12-2015,Karnataka,Dharwad,2,5,19,78,12
432,25-12-2015,Karnataka,Dharwad,2,6,22,84,12
432,29-12-2015,Karnataka,Dharwad,2,5,18,73,12
432,31-12-2015,Karnataka,Dharwad,2,5,20,78,12
457,02-01-2015,Karnataka,Bangalore,1,7,25,140,1
457,06-01-2015,Karnataka,Bangalore,1,7,21,149,1
457,08-01-2015,Karnataka,Bangalore,1,6,27,156,1
457,13-01-2015,Karnataka,Bangalore,1,7,30,132,1
457,14-01-2015,Karnataka,Bangalore,1,6,29,222,1
457,17-01-2015,Karnataka,Bangalore,1,6,30,131,1
457,20-01-2015,Karnataka,Bangalore,1,6,28,217,1
457,22-01-2015,Karnataka,Bangalore,1,6,27,218,1
457,24-01-2015,Karnataka,Bangalore,1,6,31,304,1
457,29-01-2015,Karnataka,Bangalore,1,6,29,251,1
457,31-01-2015,Karnataka,Bangalore,1,6,32,152,1
457,02-02-2015,Karnataka,Bangalore,1,7,32,251,2
457,04-02-2015,Karnataka,Bangalore,1,7,32,261,2
457,06-02-2015,Karnataka,Bangalore,1,5,29,221,2
457,09-02-2015,Karnataka,Bangalore,1,6,35,231,2
457,10-02-2015,Karnataka,Bangalore,1,6,30,222,2
457,12-02-2015,Karnataka,Bangalore,1,6,31,217,2
457,18-02-2015,Karnataka,Bangalore,1,6,34,162,2
457,19-02-2015,Karnataka,Bangalore,1,6,27,222,2
457,20-02-2015,Karnataka,Bangalore,1,6,34,166,2
457,23-02-2015,Karnataka,Bangalore,1,6,33,222,2
457,24-02-2015,Karnataka,Bangalore,1,6,26,206,2
457,25-02-2015,Karnataka,Bangalore,1,6,27,245,2
457,04-03-2015,Karnataka,Bangalore,1,6,39,197,3
457,06-03-2015,Karnataka,Bangalore,1,6,32,186,3
457,10-03-2015,Karnataka,Bangalore,1,6,31,95,3
457,12-03-2015,Karnataka,Bangalore,1,6,34,99,3
457,18-03-2015,Karnataka,Bangalore,1,6,30,109,3
457,19-03-2015,Karnataka,Bangalore,1,7,40,133,3
457,24-03-2015,Karnataka,Bangalore,1,6,28,141,3
457,26-03-2015,Karnataka,Bangalore,1,6,28,171,3
457,28-03-2015,Karnataka,Bangalore,1,6,21,153,3
457,31-03-2015,Karnataka,Bangalore,1,6,24,180,3
457,02-04-2015,Karnataka,Bangalore,1,6,19,123,4
457,05-04-2015,Karnataka,Bangalore,1,7,25,122,4
457,08-04-2015,Karnataka,Bangalore,1,6,24,127,4
457,10-04-2015,Karnataka,Bangalore,1,6,23,160,4
457,16-04-2015,Karnataka,Bangalore,1,6,22,152,4
457,18-04-2015,Karnataka,Bangalore,1,6,26,156,4
457,21-04-2015,Karnataka,Bangalore,1,6,19,156,4
457,26-04-2015,Karnataka,Bangalore,1,6,21,136,4
457,28-04-2015,Karnataka,Bangalore,1,6,17,139,4
457,30-04-2015,Karnataka,Bangalore,1,6,20,137,4
457,06-05-2015,Karnataka,Bangalore,1,6,20,327,5
457,08-05-2015,Karnataka,Bangalore,1,6,17,193,5
457,13-05-2015,Karnataka,Bangalore,1,6,20,89,5
457,15-05-2015,Karnataka,Bangalore,1,6,25,184,5
457,19-05-2015,Karnataka,Bangalore,1,6,20,109,5
457,21-05-2015,Karnataka,Bangalore,1,6,29,73,5
457,23-05-2015,Karnataka,Bangalore,1,6,24,167,5
457,27-05-2015,Karnataka,Bangalore,1,6,33,72,5
457,29-05-2015,Karnataka,Bangalore,1,6,22,64,5
457,30-05-2015,Karnataka,Bangalore,1,6,17,69,5
457,02-06-2015,Karnataka,Bangalore,1,6,27,205,6
457,05-06-2015,Karnataka,Bangalore,1,6,17,93,6
457,09-06-2015,Karnataka,Bangalore,1,7,20,139,6
457,10-06-2015,Karnataka,Bangalore,1,6,20,78,6
457,15-06-2015,Karnataka,Bangalore,1,6,22,72,6
457,17-06-2015,Karnataka,Bangalore,1,6,17,114,6
457,19-06-2015,Karnataka,Bangalore,1,6,28,74,6
457,23-06-2015,Karnataka,Bangalore,1,5,24,75,6
457,25-06-2015,Karnataka,Bangalore,1,6,26,102,6
457,29-06-2015,Karnataka,Bangalore,1,6,19,79,6
457,03-07-2015,Karnataka,Bangalore,1,6,16,134,7
457,07-07-2015,Karnataka,Bangalore,1,6,16,97,7
457,09-07-2015,Karnataka,Bangalore,1,6,18,146,7
457,14-07-2015,Karnataka,Bangalore,1,6,21,146,7
457,16-07-2015,Karnataka,Bangalore,1,5,14,151,7
457,21-07-2015,Karnataka,Bangalore,1,6,15,112,7
457,23-07-2015,Karnataka,Bangalore,1,5,14,56,7
457,25-07-2015,Karnataka,Bangalore,1,5,13,74,7
457,29-07-2015,Karnataka,Bangalore,1,5,13,28,7
457,31-07-2015,Karnataka,Bangalore,1,5,13,43,7
457,05-08-2015,Karnataka,Bangalore,1,5,14,105,8
457,07-08-2015,Karnataka,Bangalore,1,5,14,105,8
457,12-08-2015,Karnataka,Bangalore,1,5,14,71,8
457,14-08-2015,Karnataka,Bangalore,1,5,13,78,8
457,19-08-2015,Karnataka,Bangalore,1,6,15,124,8
457,21-08-2015,Karnataka,Bangalore,1,5,14,89,8
457,25-08-2015,Karnataka,Bangalore,1,5,16,119,8
457,27-08-2015,Karnataka,Bangalore,1,5,15,89,8
457,29-08-2015,Karnataka,Bangalore,1,5,13,81,8
457,02-09-2015,Karnataka,Bangalore,1,5,12,60,9
457,04-09-2015,Karnataka,Bangalore,1,3,8,31,9
457,08-09-2015,Karnataka,Bangalore,1,5,14,79,9
457,10-09-2015,Karnataka,Bangalore,1,4,13,85,9
457,15-09-2015,Karnataka,Bangalore,1,6,15,115,9
457,18-09-2015,Karnataka,Bangalore,1,5,13,68,9
457,22-09-2015,Karnataka,Bangalore,1,5,13,118,9
457,26-09-2015,Karnataka,Bangalore,1,4,10,59,9
457,29-09-2015,Karnataka,Bangalore,1,5,11,48,9
457,30-09-2015,Karnataka,Bangalore,1,5,11,58,9
457,01-10-2015,Karnataka,Bangalore,1,2,13,74,10
457,04-10-2015,Karnataka,Bangalore,1,2,11,208,10
457,06-10-2015,Karnataka,Bangalore,1,2,11,104,10
457,08-10-2015,Karnataka,Bangalore,1,2,12,103,10
457,14-10-2015,Karnataka,Bangalore,1,2,14,156,10
457,16-10-2015,Karnataka,Bangalore,1,2,16,135,10
457,19-10-2015,Karnataka,Bangalore,1,2,20,81,10
457,20-10-2015,Karnataka,Bangalore,1,2,14,66,10
457,28-10-2015,Karnataka,Bangalore,1,2,17,95,10
457,30-10-2015,Karnataka,Bangalore,1,2,16,78,10
457,03-11-2015,Karnataka,Bangalore,1,2,21,152,11
457,04-11-2015,Karnataka,Bangalore,1,2,19,64,11
457,05-11-2015,Karnataka,Bangalore,1,2,16,95,11
457,06-11-2015,Karnataka,Bangalore,1,2,48,24,11
457,09-11-2015,Karnataka,Bangalore,1,2,18,60,11
457,10-11-2015,Karnataka,Bangalore,1,2,17,73,11
457,11-11-2015,Karnataka,Bangalore,1,2,13,91,11
457,12-11-2015,Karnataka,Bangalore,1,5,14,87,11
457,17-11-2015,Karnataka,Bangalore,1,2,27,42,11
457,19-11-2015,Karnataka,Bangalore,1,2,32,54,11
457,23-11-2015,Karnataka,Bangalore,1,2,15,46,11
457,25-11-2015,Karnataka,Bangalore,1,2,18,151,11
457,03-12-2015,Karnataka,Bangalore,1,2,18,120,12
457,05-12-2015,Karnataka,Bangalore,1,2,20,147,12
457,08-12-2015,Karnataka,Bangalore,1,2,23,119,12
457,10-12-2015,Karnataka,Bangalore,1,2,23,112,12
457,15-12-2015,Karnataka,Bangalore,1,2,38,129,12
457,17-12-2015,Karnataka,Bangalore,1,2,28,145,12
457,19-12-2015,Karnataka,Bangalore,1,2,19,118,12
457,22-12-2015,Karnataka,Bangalore,1,2,32,264,12
457,23-12-2015,Karnataka,Bangalore,1,2,26,152,12
457,30-12-2015,Karnataka,Bangalore,1,2,13,91,12
457,31-12-2015,Karnataka,Bangalore,1,2,24,74,12
458,02-01-2015,Karnataka,Hassan,1,6,19,23,1
458,05-01-2015,Karnataka,Hassan,1,6,19,22,1
458,08-01-2015,Karnataka,Hassan,1,6,19,25,1
458,13-01-2015,Karnataka,Hassan,1,6,19,25,1
458,16-01-2015,Karnataka,Hassan,1,6,19,24,1
458,19-01-2015,Karnataka,Hassan,1,6,20,24,1
458,22-01-2015,Karnataka,Hassan,1,6,23,26,1
458,27-01-2015,Karnataka,Hassan,1,5,23,26,1
458,30-01-2015,Karnataka,Hassan,1,6,24,34,1
458,03-02-2015,Karnataka,Hassan,1,6,22,27,2
458,06-02-2015,Karnataka,Hassan,1,6,21,31,2
458,09-02-2015,Karnataka,Hassan,1,6,18,24,2
458,12-02-2015,Karnataka,Hassan,1,5,20,24,2
458,18-02-2015,Karnataka,Hassan,1,6,20,26,2
458,21-02-2015,Karnataka,Hassan,1,6,20,24,2
458,24-02-2015,Karnataka,Hassan,1,6,19,25,2
458,27-02-2015,Karnataka,Hassan,1,6,19,23,2
458,03-03-2015,Karnataka,Hassan,1,6,19,23,3
458,05-03-2015,Karnataka,Hassan,1,6,19,23,3
458,09-03-2015,Karnataka,Hassan,1,6,19,23,3
458,11-03-2015,Karnataka,Hassan,1,6,19,23,3
458,17-03-2015,Karnataka,Hassan,1,6,19,23,3
458,19-03-2015,Karnataka,Hassan,1,6,19,24,3
458,25-03-2015,Karnataka,Hassan,1,6,19,25,3
458,27-03-2015,Karnataka,Hassan,1,6,19,25,3
458,30-03-2015,Karnataka,Hassan,1,6,19,24,3
458,01-04-2015,Karnataka,Hassan,1,6,19,24,4
458,07-04-2015,Karnataka,Hassan,1,6,19,25,4
458,09-04-2015,Karnataka,Hassan,1,6,19,24,4
458,15-04-2015,Karnataka,Hassan,1,6,19,24,4
458,17-04-2015,Karnataka,Hassan,1,6,19,25,4
458,22-04-2015,Karnataka,Hassan,1,6,19,25,4
458,24-04-2015,Karnataka,Hassan,1,6,19,26,4
458,27-04-2015,Karnataka,Hassan,1,6,19,24,4
458,29-04-2015,Karnataka,Hassan,1,6,19,25,4
458,04-05-2015,Karnataka,Hassan,1,6,19,25,5
458,07-05-2015,Karnataka,Hassan,1,6,19,25,5
458,12-05-2015,Karnataka,Hassan,1,6,19,24,5
458,15-05-2015,Karnataka,Hassan,1,6,19,23,5
458,18-05-2015,Karnataka,Hassan,1,6,19,24,5
458,20-05-2015,Karnataka,Hassan,1,6,19,25,5
458,23-05-2015,Karnataka,Hassan,1,6,19,26,5
458,25-05-2015,Karnataka,Hassan,1,6,19,24,5
458,28-05-2015,Karnataka,Hassan,1,6,19,24,5
458,02-06-2015,Karnataka,Hassan,1,6,19,25,6
458,04-06-2015,Karnataka,Hassan,1,6,19,24,6
458,08-06-2015,Karnataka,Hassan,1,6,19,26,6
458,11-06-2015,Karnataka,Hassan,1,6,19,25,6
458,16-06-2015,Karnataka,Hassan,1,6,19,24,6
458,19-06-2015,Karnataka,Hassan,1,6,19,24,6
458,22-06-2015,Karnataka,Hassan,1,6,19,24,6
458,25-06-2015,Karnataka,Hassan,1,6,20,25,6
458,29-06-2015,Karnataka,Hassan,1,6,20,24,6
458,02-07-2015,Karnataka,Hassan,1,6,19,24,7
458,06-07-2015,Karnataka,Hassan,1,6,19,23,7
458,08-07-2015,Karnataka,Hassan,1,6,20,25,7
458,14-07-2015,Karnataka,Hassan,1,6,19,23,7
458,16-07-2015,Karnataka,Hassan,1,6,19,23,7
458,20-07-2015,Karnataka,Hassan,1,6,19,23,7
458,24-07-2015,Karnataka,Hassan,1,6,19,24,7
458,28-07-2015,Karnataka,Hassan,1,6,19,23,7
458,30-07-2015,Karnataka,Hassan,1,6,20,24,7
458,01-08-2015,Karnataka,Hassan,1,6,20,25,8
458,04-08-2015,Karnataka,Hassan,1,6,19,24,8
458,06-08-2015,Karnataka,Hassan,1,6,20,26,8
458,10-08-2015,Karnataka,Hassan,1,6,19,24,8
458,13-08-2015,Karnataka,Hassan,1,6,19,23,8
458,17-08-2015,Karnataka,Hassan,1,6,19,24,8
458,20-08-2015,Karnataka,Hassan,1,6,19,23,8
458,24-08-2015,Karnataka,Hassan,1,6,20,24,8
458,27-08-2015,Karnataka,Hassan,1,6,19,23,8
458,02-09-2015,Karnataka,Hassan,1,6,20,25,9
458,04-09-2015,Karnataka,Hassan,1,6,19,24,9
458,07-09-2015,Karnataka,Hassan,1,6,19,24,9
458,10-09-2015,Karnataka,Hassan,1,6,19,24,9
458,15-09-2015,Karnataka,Hassan,1,6,19,25,9
458,18-09-2015,Karnataka,Hassan,1,6,19,25,9
458,21-09-2015,Karnataka,Hassan,1,6,19,25,9
458,25-09-2015,Karnataka,Hassan,1,6,19,24,9
458,29-09-2015,Karnataka,Hassan,1,6,19,25,9
458,03-10-2015,Karnataka,Hassan,1,6,19,24,10
458,05-10-2015,Karnataka,Hassan,1,6,19,24,10
458,07-10-2015,Karnataka,Hassan,1,6,19,24,10
458,13-10-2015,Karnataka,Hassan,1,6,19,24,10
458,15-10-2015,Karnataka,Hassan,1,6,19,24,10
458,17-10-2015,Karnataka,Hassan,1,6,19,25,10
458,20-10-2015,Karnataka,Hassan,1,6,19,24,10
458,28-10-2015,Karnataka,Hassan,1,6,19,24,10
458,30-10-2015,Karnataka,Hassan,1,6,19,25,10
458,03-11-2015,Karnataka,Hassan,1,6,19,25,11
458,05-11-2015,Karnataka,Hassan,1,6,19,25,11
458,10-11-2015,Karnataka,Hassan,1,6,20,31,11
458,11-11-2015,Karnataka,Hassan,1,7,21,32,11
458,12-11-2015,Karnataka,Hassan,1,6,20,31,11
458,16-11-2015,Karnataka,Hassan,1,6,19,24,11
458,19-11-2015,Karnataka,Hassan,1,6,19,25,11
458,24-11-2015,Karnataka,Hassan,1,6,20,24,11
458,26-11-2015,Karnataka,Hassan,1,6,20,25,11
458,30-11-2015,Karnataka,Hassan,1,6,19,25,11
458,02-12-2015,Karnataka,Hassan,1,6,20,27,12
458,04-12-2015,Karnataka,Hassan,1,6,20,28,12
458,07-12-2015,Karnataka,Hassan,1,6,19,26,12
458,10-12-2015,Karnataka,Hassan,1,6,19,28,12
458,15-12-2015,Karnataka,Hassan,1,6,19,28,12
458,18-12-2015,Karnataka,Hassan,1,6,19,27,12
458,21-12-2015,Karnataka,Hassan,1,6,19,28,12
458,23-12-2015,Karnataka,Hassan,1,6,19,27,12
458,29-12-2015,Karnataka,Hassan,1,6,19,27,12
459,03-01-2015,Karnataka,Gulbarga,Sensitive Area,6,16,128,1
459,06-01-2015,Karnataka,Gulbarga,Sensitive Area,10,19,98,1
459,12-01-2015,Karnataka,Gulbarga,Sensitive Area,5,16,140,1
459,20-01-2015,Karnataka,Gulbarga,Sensitive Area,3,11,113,1
459,03-02-2015,Karnataka,Gulbarga,Sensitive Area,6,13,292,2
459,06-02-2015,Karnataka,Gulbarga,Sensitive Area,3,12,217,2
459,09-02-2015,Karnataka,Gulbarga,Sensitive Area,3,12,264,2
459,12-02-2015,Karnataka,Gulbarga,Sensitive Area,2,20,131,2
459,15-02-2015,Karnataka,Gulbarga,Sensitive Area,4,28,236,2
459,20-02-2015,Karnataka,Gulbarga,Sensitive Area,3,20,326,2
459,26-02-2015,Karnataka,Gulbarga,Sensitive Area,3,32,229,2
459,04-03-2015,Karnataka,Gulbarga,Sensitive Area,3,22,139,3
459,10-03-2015,Karnataka,Gulbarga,Sensitive Area,3,26,114,3
459,19-03-2015,Karnataka,Gulbarga,Sensitive Area,5,30,156,3
459,24-03-2015,Karnataka,Gulbarga,Sensitive Area,3,21,121,3
459,30-03-2015,Karnataka,Gulbarga,Sensitive Area,2,20,177,3
459,16-04-2015,Karnataka,Gulbarga,Sensitive Area,2,12,127,4
459,20-04-2015,Karnataka,Gulbarga,Sensitive Area,4,27,188,4
459,26-04-2015,Karnataka,Gulbarga,Sensitive Area,4,31,165,4
459,29-04-2015,Karnataka,Gulbarga,Sensitive Area,4,31,253,4
459,05-05-2015,Karnataka,Gulbarga,Sensitive Area,3,27,241,5
459,07-05-2015,Karnataka,Gulbarga,Sensitive Area,2,26,140,5
459,13-05-2015,Karnataka,Gulbarga,Sensitive Area,2,28,159,5
459,15-05-2015,Karnataka,Gulbarga,Sensitive Area,2,22,102,5
459,23-05-2015,Karnataka,Gulbarga,Sensitive Area,3,19,59,5
459,28-05-2015,Karnataka,Gulbarga,Sensitive Area,2,23,51,5
459,02-06-2015,Karnataka,Gulbarga,Sensitive Area,2,26,84,6
459,06-06-2015,Karnataka,Gulbarga,Sensitive Area,2,23,52,6
459,09-06-2015,Karnataka,Gulbarga,Sensitive Area,2,23,41,6
459,14-06-2015,Karnataka,Gulbarga,Sensitive Area,2,20,21,6
459,18-06-2015,Karnataka,Gulbarga,Sensitive Area,2,27,29,6
459,03-07-2015,Karnataka,Gulbarga,Sensitive Area,3,29,63,7
459,07-07-2015,Karnataka,Gulbarga,Sensitive Area,5,17,88,7
459,12-07-2015,Karnataka,Gulbarga,Sensitive Area,3,26,75,7
459,14-07-2015,Karnataka,Gulbarga,Sensitive Area,3,21,44,7
459,18-07-2015,Karnataka,Gulbarga,Sensitive Area,3,26,49,7
459,25-07-2015,Karnataka,Gulbarga,Sensitive Area,3,22,41,7
459,27-07-2015,Karnataka,Gulbarga,Sensitive Area,4,21,57,7
459,30-07-2015,Karnataka,Gulbarga,Sensitive Area,3,18,53,7
460,07-04-2015,Karnataka,Belgaum,2,2,8,64,4
460,10-04-2015,Karnataka,Belgaum,2,2,12,79,4
460,16-04-2015,Karnataka,Belgaum,2,2,11,56,4
460,18-04-2015,Karnataka,Belgaum,2,2,8,62,4
460,24-04-2015,Karnataka,Belgaum,2,2,10,54,4
460,27-04-2015,Karnataka,Belgaum,2,2,10,52,4
460,29-04-2015,Karnataka,Belgaum,2,2,8,44,4
460,05-05-2015,Karnataka,Belgaum,2,2,10,73,5
460,08-05-2015,Karnataka,Belgaum,2,2,9,58,5
460,12-05-2015,Karnataka,Belgaum,2,2,9,49,5
460,14-05-2015,Karnataka,Belgaum,2,2,10,91,5
460,15-05-2015,Karnataka,Belgaum,2,2,10,66,5
460,19-05-2015,Karnataka,Belgaum,2,2,9,76,5
460,22-05-2015,Karnataka,Belgaum,2,2,10,63,5
460,26-05-2015,Karnataka,Belgaum,2,2,9,69,5
460,28-05-2015,Karnataka,Belgaum,2,2,9,71,5
460,29-05-2015,Karnataka,Belgaum,2,2,9,64,5
460,02-06-2015,Karnataka,Belgaum,2,2,10,66,6
460,05-06-2015,Karnataka,Belgaum,2,2,10,67,6
460,09-06-2015,Karnataka,Belgaum,2,3,10,68,6
460,11-06-2015,Karnataka,Belgaum,2,2,10,70,6
460,16-06-2015,Karnataka,Belgaum,2,2,10,53,6
460,19-06-2015,Karnataka,Belgaum,2,2,43,29,6
460,23-06-2015,Karnataka,Belgaum,2,2,50,54,6
460,27-06-2015,Karnataka,Belgaum,2,2,37,50,6
460,03-07-2015,Karnataka,Belgaum,2,2,18,40,7
460,07-07-2015,Karnataka,Belgaum,2,2,19,49,7
460,10-07-2015,Karnataka,Belgaum,2,2,11,53,7
460,14-07-2015,Karnataka,Belgaum,2,2,10,68,7
460,17-07-2015,Karnataka,Belgaum,2,2,10,45,7
460,20-07-2015,Karnataka,Belgaum,2,2,10,52,7
460,24-07-2015,Karnataka,Belgaum,2,2,9,60,7
460,28-07-2015,Karnataka,Belgaum,2,2,10,48,7
460,31-07-2015,Karnataka,Belgaum,2,2,10,55,7
460,01-09-2015,Karnataka,Belgaum,2,2,8,57,9
460,04-09-2015,Karnataka,Belgaum,2,2,12,58,9
460,08-09-2015,Karnataka,Belgaum,2,2,15,48,9
460,11-09-2015,Karnataka,Belgaum,2,2,10,50,9
460,15-09-2015,Karnataka,Belgaum,2,2,12,59,9
460,19-09-2015,Karnataka,Belgaum,2,2,11,52,9
460,22-09-2015,Karnataka,Belgaum,2,2,11,55,9
460,26-09-2015,Karnataka,Belgaum,2,2,19,52,9
460,29-09-2015,Karnataka,Belgaum,2,2,18,70,9
460,03-10-2015,Karnataka,Belgaum,2,2,14,58,10
460,06-10-2015,Karnataka,Belgaum,2,2,11,53,10
460,09-10-2015,Karnataka,Belgaum,2,2,14,63,10
460,14-10-2015,Karnataka,Belgaum,2,2,14,59,10
460,17-10-2015,Karnataka,Belgaum,2,2,11,61,10
460,20-10-2015,Karnataka,Belgaum,2,2,10,66,10
460,26-10-2015,Karnataka,Belgaum,2,2,12,63,10
460,29-10-2015,Karnataka,Belgaum,2,2,15,67,10
460,01-11-2015,Karnataka,Belgaum,2,2,23,60,11
460,05-11-2015,Karnataka,Belgaum,2,2,21,49,11
460,08-11-2015,Karnataka,Belgaum,2,2,17,66,11
460,10-11-2015,Karnataka,Belgaum,2,2,16,84,11
460,14-11-2015,Karnataka,Belgaum,2,2,23,69,11
460,18-11-2015,Karnataka,Belgaum,2,2,21,66,11
460,21-11-2015,Karnataka,Belgaum,2,2,20,46,11
460,25-11-2015,Karnataka,Belgaum,2,2,21,60,11
460,28-11-2015,Karnataka,Belgaum,2,2,22,70,11
460,01-12-2015,Karnataka,Belgaum,2,2,24,72,12
460,04-12-2015,Karnataka,Belgaum,2,2,18,117,12
460,08-12-2015,Karnataka,Belgaum,2,2,21,87,12
460,11-12-2015,Karnataka,Belgaum,2,2,24,85,12
460,15-12-2015,Karnataka,Belgaum,2,2,21,89,12
460,18-12-2015,Karnataka,Belgaum,2,2,18,88,12
460,22-12-2015,Karnataka,Belgaum,2,2,26,56,12
460,26-12-2015,Karnataka,Belgaum,2,2,22,121,12
460,29-12-2015,Karnataka,Belgaum,2,2,21,144,12
488,02-01-2015,Karnataka,Mangalore,2,10,11,42,1
488,06-01-2015,Karnataka,Mangalore,2,8,10,37,1
